name|time_stamps|label_time_stamps(window=5)
R. G. Thomson |04 |0_04 
Daniel Dvorak |19 24 |0_19 0_24 
Te-Kang Jan |44 |0_44 
Domenico Saccagrave |14 19 24 34 39 |0_14 0_19 0_24 1_34 0_39 
Asim Razzaq |29 |0_29 
Tzachi Rosen |29 |0_29 
Mark Herbster |24 34 |0_24 0_34 
Adrian Boteanu |44 |0_44 
Philip W. Dart |24 |0_24 
Dragi Kocev |39 |0_39 
Tihua Duan |44 |0_44 
Oliver Fritzen |34 |0_34 
Aysel Ozgur |34 |0_34 
David Kortenkamp |24 34 |0_24 0_34 
Parag Singla |34 39 44 |1_34 1_39 0_44 
Chiu Tsang |24 |0_24 
Tim Leek |29 |0_29 
Shuik Ming Lee |29 |0_29 
Yvonne Muumllle |44 |0_44 
Stephen William Gilroy |44 |0_44 
Chunbin Tang |39 |0_39 
Ruven E. Brooks |14 |0_14 
Gengxin Miao |39 44 |1_39 1_44 
Ivan Kelly |44 |0_44 
Hiroko Bretz |44 |0_44 
Jinli Cao |39 |0_39 
Marsha C. Lovett |29 |0_29 
Benedikt Brors |39 |0_39 
Shifeng Zhang |44 |1_44 
Christian Binroth |39 |0_39 
Dieter Dill |44 |0_44 
Jonathan J. Oliver |24 29 |0_24 0_29 
Maurizio Gabbrielli |44 |0_44 
Roy Feldman |19 |0_19 
Shengyu Huang |44 |0_44 
Carsten Kern |39 |0_39 
Alioune Ngom |44 |0_44 
Simon Gog |44 |0_44 
Chris Edgar |34 |0_34 
P. Bhattacharya |29 |0_29 
Damien Ernst |29 34 |0_29 0_34 
Xiaojian Zhao |34 |0_34 
Marco Pistore |29 34 39 |0_29 1_34 0_39 
Rubeacuten Gonzaacutelez-Rubio |19 |0_19 
Manolis Koubarakis |34 39 44 |1_34 1_39 1_44 
Swaroop Jagadish |39 |0_39 
Masashi Yamamuro |39 44 |1_39 0_44 
Axel Rottmann |34 |0_34 
Yuki Kusumi |19 |0_19 
Sheila Tejada |34 |1_34 
Pierre Moisan |34 |0_34 
Samson Abramsky |44 |0_44 
Mukund Raghavachari |34 |1_34 
Danh Le Phuoc |39 |0_39 
Chenliang Li |39 44 |0_39 0_44 
Nikita Povarov |44 |0_44 
Hongwei Zhu |34 |0_34 
Nana Xu |44 |0_44 
Jinoh Oh |39 44 |0_39 0_44 
Cane Wing-ki Leung |39 44 |0_39 1_44 
Tanja Urbancic |24 |0_24 
Amy Barnes |44 |0_44 
David Haussler |24 39 |0_24 0_39 
Jens Clauszligen |29 |0_29 
T. W. Challis |09 |0_09 
Mohamed Bendou |29 |0_29 
Jinwoo Shin |44 |0_44 
Susan Cline |39 |0_39 
Lyn Pemberton |24 |0_24 
Tatiana Pontes |39 |0_39 
James P. Rice |24 |0_24 
Rose Yu |44 |1_44 
Chuanren Liu |39 44 |0_39 0_44 
Alexander M. Bronstein |44 |0_44 
Timothy Daly |14 |0_14 
Xavier Carreras |34 39 44 |0_34 0_39 1_44 
Xiaohong Hao |44 |0_44 
Yvaacuten J. Garciacutea |29 |0_29 
Igor Labutov |44 |0_44 
Daniel Huang |44 |0_44 
Joseacute Gabriel Pereira Lopes |29 39 |1_29 0_39 
Robert A. Meyer |19 |0_19 
Ian Holyer |34 |0_34 
Tim Hesterberg |39 |0_39 
J. Alamelu Mangai |44 |0_44 
Oscar Hernan Madrid Padilla |44 |0_44 
Marcel Hermkes |39 |0_39 
Aiste Pilvinyte |44 |0_44 
Kurt De Grave |39 44 |0_39 0_44 
Ting-Sheng Lai |29 |0_29 
Markus Ettl |44 |1_44 
Xiaoyan Qian |29 |0_29 
Antonio Sgorbissa |39 |0_39 
Mavis K. Lee |19 |0_19 
Peter Orbanz |39 |0_39 
Robert Latham |39 44 |0_39 0_44 
Burr Settles |39 44 |0_39 0_44 
Amol Mittal |44 |0_44 
Marco Pavan |44 |0_44 
Susanne Boll |39 |0_39 
Kan Deng |24 29 |0_24 0_29 
Eric Mays |09 14 24 |0_09 0_14 0_24 
Alberto Trombetta |34 39 |0_34 0_39 
Ariel Jaffe |44 |0_44 
Michel Wilson |44 |0_44 
Egor V. Kostylev |44 |1_44 
Philip Klahr |04 09 14 |0_04 0_09 0_14 
Jon A. Webb |09 14 |0_09 0_14 
Javier Ruiz-del-Solar |44 |0_44 
Baobao Chang |44 |1_44 
Ralf Nikolai |29 |0_29 
Parin Chheda |44 |0_44 
Arash Molavi Kakhki |44 |0_44 
Peng Xu |39 44 |0_39 0_44 
Charles F. K. Siu |39 |0_39 
Didier Cherix |44 |0_44 
Fritjof Buuumlttner |44 |0_44 
Alexey Neznanov |44 |0_44 
Chao Zhu |44 |1_44 
Kurt Stockinger |39 44 |0_39 0_44 
Zhilin Feng |39 |0_39 
Till Hofmann |44 |0_44 
David Rosenblitt |19 |0_19 
Oldemar Rodriacuteguez-Rojas |34 |0_34 
Eddy Maddalena |44 |0_44 
Paul M. Thompson |44 |0_44 
Michelle Peterson |24 |0_24 
Chunqiang Tang |34 39 |0_34 0_39 
Dina Thomas |39 |0_39 
Xiaochen Zhu |44 |0_44 
Brian Gallagher |34 39 44 |0_34 0_39 1_44 
David Billstrom |19 |0_19 
Umut A. Acar |39 |0_39 
Mark D. Yanike |14 |0_14 
David H. Ackley |14 44 |0_14 0_44 
Lei Duan |39 44 |0_39 1_44 
Chunfa Yuan |39 |0_39 
Gregory F. Cooper |19 34 39 44 |0_19 0_34 0_39 1_44 
Zhaokang Li |44 |0_44 
Yuhai Zhao |39 |0_39 
Shoshi Fukuda |44 |0_44 
Vivek Sarkar |34 |0_34 
Marshall R. Mayberry |29 |0_29 
Brian Cantwell Smith |09 14 |0_09 0_14 
Kenji Suzuki |09 14 |0_09 0_14 
Deepak Agarwal |34 39 44 |0_34 1_39 1_44 
Deborah Downs |09 |0_09 
Jerome H. Friedman |39 |0_39 
Jason P. Garforth |34 |0_34 
Jiahui Jin |44 |0_44 
Steve Harenberg |44 |0_44 
Qinxun Bai |44 |0_44 
Orrin Devinsky |44 |1_44 
Emmanuel Benazera |34 |0_34 
Yifan Pi |44 |0_44 
Yunpeng Xu |34 |0_34 
Andrew Rau-Chaplin |34 |0_34 
Maya R. Gupta |39 44 |0_39 0_44 
Geoffrey Peters |34 |0_34 
Ignazio Palmisano |34 39 |0_34 0_39 
Depin Chen |39 |1_39 
Mario Schkolnick |09 14 |0_09 0_14 
Huy T. Vo |44 |0_44 
Peter Macko |44 |0_44 
Fatma Ozcan |29 39 44 |1_29 0_39 0_44 
Junmei Wang |34 |0_34 
Ashish Goel |34 39 44 |0_34 0_39 1_44 
Ceacutecile Aberg |34 |0_34 
Hassina Meziane |39 |0_39 
Gordon Richards |39 |0_39 
Donglei Qian |39 |0_39 
Francesco Mondada |44 |0_44 
Gaacutebor Bartoacutek |44 |0_44 
Hans Henrik Loslashvengreen |14 |0_14 
Hailong Sun |44 |1_44 
Tony Fountain |29 |0_29 
Sandra B. Salazar |09 |0_09 
Yunbo Cao |34 39 |1_34 1_39 
Shirui Pan |44 |1_44 
Brian Knight |34 |0_34 
Verayuth Lertnattee |39 |0_39 
Uwe Roumlhm |29 34 39 44 |0_29 0_34 0_39 0_44 
Yannis Theoharis |39 |0_39 
Mostepha Redouane Khouadjia |44 |0_44 
Ceacuteline Hudelot |39 |0_39 
Tahira Naseem |39 |0_39 
Gautham J. Mysore |44 |0_44 
Djellel Eddine Difallah |44 |0_44 
Anqi Liu |44 |0_44 
Raquel Fuentetaja |34 44 |0_34 0_44 
Didac Font |34 |0_34 
Christina Brodersen |34 |0_34 
Edwin Seputis |39 |0_39 
Joaquim Pinto da Costa |29 |0_29 
Lydia Tlilane |44 |0_44 
Jianping Fan 0002 |39 |0_39 
Murat Yakici |39 |0_39 
Muhammad Kamran Lodhi |44 |0_44 
Graham Goulbourne |29 |0_29 
Yang Guo |34 |0_34 
Edward L. Morofsky |04 |0_04 
Nader Alrawahi |34 |0_34 
Xiaoming He |44 |0_44 
Petri Pyy |34 |0_34 
Sinjae Kim |34 |0_34 
Ari Freund |39 |0_39 
Shalom Tsur |09 14 19 29 |0_09 0_14 0_19 0_29 
Sunil Simon |44 |0_44 
Jung-Hsien Chiang |39 |0_39 
Agostino Dovier |39 |0_39 
John Wattecamps |29 |0_29 
Nicholas D. Sidiropoulos |44 |0_44 
Benjamin Taskar |29 34 39 44 |0_29 0_34 0_39 0_44 
A. Patricia Ambler |04 14 |0_04 0_14 
Andreas Rauber |29 34 39 44 |0_29 1_34 0_39 1_44 
Thomas Andreas Meyer |34 39 44 |0_34 0_39 0_44 
C. Medina |24 |0_24 
Jacek Jankowski |39 44 |0_39 0_44 
Anna Belova |44 |0_44 
Su Inn Park |44 |0_44 
Jacob Goldenberg |39 |0_39 
Rabeeh Karimi Mahabadi |44 |0_44 
Mehrdad Oveisi |44 |0_44 
Rachna Dhamija |34 |0_34 
Hosein Azarbonyad |44 |0_44 
Bertrand Braunschweig |24 |0_24 
Brad Lisien |34 |0_34 
Liu Yang |34 39 44 |0_34 0_39 1_44 
Ben J. Lippolt |19 |0_19 
Xiaoxi Du |39 |0_39 
Bernard Faverjon |19 |0_19 
Le Zhao |44 |0_44 
Thomas Ploetz |44 |0_44 
Li-Zhu Zhou |34 |0_34 
Jingjing Li |44 |0_44 
Richard M. Jiang |44 |0_44 
Laura Rimell |44 |0_44 
Ola Taylor |44 |0_44 
Song Junde |34 |0_34 
Yannis Kouvaras |34 |0_34 
Markus Reichstein |44 |0_44 
Karin Becker |34 |0_34 
Matt Culver |34 |0_34 
Yuting Qi |39 |0_39 
Deborah Pickett |29 |0_29 
Salah Rifai |39 44 |0_39 0_44 
A. Moon |14 |0_14 
Bharat Singh |44 |0_44 
Stefan Ruumlmmele |44 |0_44 
David Rosenbluth |34 |0_34 
Yang Du |34 39 |0_34 0_39 
Hirotaka Niitsuma |34 |1_34 
Takayuki Kanda |34 |0_34 
Agma J. M. Traina |29 34 39 |1_29 1_34 1_39 
Matthew D. McLure |44 |0_44 
Hsiao-Yun Hu |44 |0_44 
David Hanson |34 |0_34 
David J. Montana |19 |0_19 
Viktoriia Sharmanska |44 |0_44 
Shu-Yuen Didi Yao |34 |0_34 
Vanessa Pentildea Murdock |44 |0_44 
David M. Dutton |24 |0_24 
Antony Waldock |44 |0_44 
Amin Abdulghani |24 |0_24 
Stuart G. Greenberg |04 |0_04 
Timothy Edmunds |34 39 |0_34 0_39 
Munirathnam Srikanth |34 |0_34 
Eswaran Subrahmanian |19 |0_19 
Leonid Peshkin |29 34 39 |0_29 0_34 0_39 
Sin Yeung Lee |24 29 |0_24 0_29 
Alexander Schindler |44 |0_44 
Zhenhua Li |44 |0_44 
Charles T. Meadow |14 |0_14 
Krishna R. Nareddy |19 |0_19 
Adriano Vinhas |44 |0_44 
Liviu Iftode |39 |0_39 
Abdelmounaam Rezgui |34 44 |0_34 0_44 
Montserrat Medina |39 |0_39 
Chris Ramming |24 |0_24 
Fedor Romanenko |44 |0_44 
Kenneth Fuglsang Christensen |44 |0_44 
Wiebe van der Hoek |39 44 |0_39 0_44 
Tonya Custis |39 |0_39 
I-Ane Huang |34 |0_34 
Douglas E. Dow |44 |0_44 
Jan Treur |29 39 |0_29 0_39 
Harutoshi Yamada |44 |0_44 
Dennis Wei |44 |0_44 
Gerhard Heyer |34 |0_34 
Cyrus Shahabi |24 29 34 39 44 |0_24 0_29 1_34 1_39 1_44 
Xiaohu Cheng |44 |1_44 
Mithun Chakraborty |44 |0_44 
Xing Zhang |39 |0_39 
Yaron Kanza |29 34 39 44 |0_29 0_34 0_39 0_44 
Manfred Nagl |19 |0_19 
Sascha Szott |39 44 |0_39 0_44 
Atsushi Iizawa |29 |0_29 
Christopher Peery |39 |0_39 
Yi Mao |44 |0_44 
Meeyoung Cha |39 44 |0_39 1_44 
Peter Lowit |29 |0_29 
Chenwei Ran |44 |0_44 
Fabian Moumlrchen |34 39 44 |0_34 0_39 0_44 
Vassil Chatalbashev |34 39 |0_34 0_39 
Hyun Duk Kim |39 44 |0_39 0_44 
Oliver Brdiczka |44 |0_44 
Mathias Broxvall |34 |0_34 
Yeong-Joon Kim |19 |0_19 
Mark A. Hasegawa-Johnson |44 |0_44 
Lucas Joppa |44 |0_44 
Chris Groeneboer |19 |0_19 
Jaime Ballesteros |44 |0_44 
Peter L. Lee |19 |0_19 
Scott McCloskey |44 |0_44 
Ismail Sengor Altingovde |44 |0_44 
Bojan Cestnik |29 |0_29 
Frank Klawonn |19 |0_19 
P. Economopoulos |14 |0_14 
Xingyu Gao |44 |1_44 
Hilmi Yildirim |39 |0_39 
Ted Taekyoung Kwon |44 |0_44 
Ronnie W. Smith |24 |0_24 
Ramani Duraiswami |34 |0_34 
T. Charles Clancy |44 |0_44 
Nicolograve Cesa-Bianchi |29 34 39 44 |0_29 0_34 0_39 0_44 
Stephen C. Gates |29 |0_29 
Sunny Aggarwal |34 |0_34 
Hisayuki Mori |09 |0_09 
Peter Hamilton |39 |0_39 
Stephanie A. Miller |19 |0_19 
Hannah Williams |44 |0_44 
Christophe Costa Florecircncio |34 |0_34 
Seyoung Kim |39 |0_39 
Allen L. Pinkus |04 |0_04 
Thomas Brinkhoff |24 34 |0_24 0_34 
Sean P. Engelson |24 |0_24 
Marco Saerens |24 29 34 39 44 |0_24 0_29 1_34 0_39 1_44 
Liron Cohen 0002 |44 |0_44 
Karolina Buchner |39 |0_39 
Lisa F. Rau |19 |1_19 
Jiangtao Qiu |39 |0_39 
Amir-massoud Farahmand |44 |0_44 
Kaiqi Zhao |44 |1_44 
Wojciech Ziarko |14 24 |0_14 0_24 
Angel Luis Garrido |44 |0_44 
Joon Sik Kim |44 |0_44 
Michael Caldwell |44 |1_44 
Hayri Sever |24 29 |1_24 0_29 
Moritz Meenen |44 |0_44 
Paul B. Chou |19 29 |0_19 0_29 
Ryan Porter |34 |0_34 
Thomas Lento |44 |0_44 
Peggy Cellier |44 |0_44 
Abir De |44 |0_44 
Richard J. Povinelli |29 |0_29 
Fu-Lai Chung |44 |0_44 
Jose Luis Fernandez-Marquez |44 |0_44 
Fabian Buchwald |39 |0_39 
Giovanni Maria Sacco |14 19 |0_14 0_19 
Julian Haselmayr |39 |0_39 
Pei-yun Hseuh |39 |0_39 
Yinglian Xie |39 44 |1_39 0_44 
Yannick Jacques |29 |0_29 
Xizhao Wang |29 |0_29 
Cleacutement Caron |44 |0_44 
Xiangdong An |44 |0_44 
Pauline C. Ng |44 |0_44 
Liudmila Ulanova |44 |0_44 
Ettore Ritacco |39 44 |0_39 0_44 
Dang Tuan Nhon |39 |0_39 
Ross Boczar |44 |0_44 
Yuan Kui Shen |39 |0_39 
Zijie Qi |39 |0_39 
Libby Lin |44 |0_44 
Edward M. Riseman |09 14 19 24 |0_09 0_14 0_19 0_24 
Roland Steiner |29 |0_29 
Zhengzhu Feng |34 |0_34 
Dan Gardingen |29 |0_29 
Ishaan Gulrajani |44 |0_44 
Sonny Vaupel |34 |0_34 
Ravi Kothari |34 39 44 |0_34 0_39 0_44 
Rainer Muumlller |29 |0_29 
Tias Guns |39 44 |1_39 1_44 
Liangzhao Zeng |29 34 |0_29 0_34 
Yongzheng Zhang |44 |0_44 
Fred A. Stahl |04 |0_04 
Yuheng Ren |39 |0_39 
David B. Sturgill |24 |0_24 
Siyu Xia |39 |0_39 
Kyu-Young Whang |09 14 19 29 34 39 44 |0_09 0_14 0_19 0_29 0_34 0_39 0_44 
Zohreh Alavi |44 |0_44 
Zhewei Wei |39 44 |0_39 0_44 
Frank van Waveren |39 |0_39 
Chung-Leung Lui |29 |0_29 
Damon Horowitz |39 |0_39 
Sofus A. Macskassy |29 34 39 44 |1_29 0_34 1_39 0_44 
Samory Kpotufe |39 44 |0_39 0_44 
Alvin Chua |44 |0_44 
Gideon Dror |34 39 44 |0_34 1_39 1_44 
Arya Irani |39 |0_39 
Rachsuda Jiamthapthaksin |39 |0_39 
Sivan Albagli |39 |0_39 
Aacutelvaro R. Pereira Jr. |39 |0_39 
Adriana Iamnitchi |44 |0_44 
Ana Paiva |34 44 |0_34 0_44 
Johannes Bloumlmer |44 |0_44 
Soujanya Lanka |44 |0_44 
Janardhan Rao Doppa |44 |1_44 
Nitesh V. Chawla |29 34 39 44 |0_29 0_34 1_39 1_44 
Ayse Basar Bener |39 |0_39 
Christer Baumlckstroumlm |19 24 44 |0_19 0_24 0_44 
Shusen Wang |39 44 |0_39 1_44 
W. J. Berman |04 |0_04 
Jason D. Lee |44 |0_44 
Robert Demolombe |09 19 |0_09 1_19 
Martin Gordon Mubangizi |44 |0_44 
Pierre Morizet-Mahoudeaux |24 |0_24 
Miao Jiang 0004 |44 |0_44 
Aaron Ruszlig |44 |0_44 
Thomas Phan |34 39 44 |0_34 0_39 0_44 
Jinhai Yang |24 |0_24 
Juliana Barr |24 |0_24 
Xiangyang Zhou |44 |0_44 
Benjamin A. Logsdon |44 |0_44 
Andre Zeitz |34 |0_34 
Edward H. Shortliffe |09 14 |0_09 0_14 
Shixia Liu |39 44 |1_39 1_44 
Stefan Ruehrup |44 |0_44 
Rong Jiang |29 |0_29 
Ryan Poirier |34 |0_34 
Yangxin Zhong |44 |0_44 
Christian Rich |24 |0_24 
Abdullah Mueen |39 44 |0_39 1_44 
Aron Culotta |34 39 44 |0_34 1_39 0_44 
Adenike M. Lam-Adesina |29 34 |0_29 0_34 
Aleksander Kolcz |29 34 39 |0_29 1_34 1_39 
Magnus Aringgren 0002 |34 |0_34 
Bennett A. Hagedorn |39 |0_39 
Simon D. Levy |34 |0_34 
Ping He |44 |0_44 
Nicole Oldham |34 |0_34 
Gianluigi Greco |34 39 44 |1_34 1_39 1_44 
Sabah Currim |34 |0_34 
Eric Melz |34 |0_34 
Kazuo Taki |09 |0_09 
Shane Bergsma |39 |0_39 
Nicola Muscettola |19 24 29 34 |0_19 0_24 0_29 0_34 
Jonathan Schaeffer |14 19 24 29 34 39 44 |0_14 0_19 0_24 0_29 1_34 0_39 0_44 
William J. Merline |34 |0_34 
Wenya Zhu |44 |0_44 
Andrew V. Knyazev |44 |0_44 
Walter F. Bischof |39 |0_39 
Florian Steinke |34 |0_34 
Raghu Karinthi |19 |0_19 
Ali Saman Tosun |34 |0_34 
Kam-yiu Lam |29 34 |0_29 0_34 
Jeremias Berg |44 |0_44 
Sook-Ling Chua |39 |0_39 
Jose Alvin G. Gendrano |29 |0_29 
Aleksandra Korolova |39 |1_39 
Hiroyuki Toda |44 |0_44 
Shinya Fushimi |14 |0_14 
Klemens Schnattinger |29 |0_29 
Mark G. Core |34 |0_34 
William Jarrold |44 |0_44 
Wang Lian |34 |0_34 
Wen-Syan Li |24 29 34 39 44 |0_24 1_29 1_34 0_39 0_44 
Stefan Neumann 0003 |44 |0_44 
Tobias Schnabel |44 |1_44 
Hiram G. Bezerra |44 |0_44 
Fei Xu |39 44 |0_39 0_44 
Franco Raimondi |39 44 |0_39 0_44 
Yifeng Lu |44 |0_44 
Se-Hwan Jang |39 |0_39 
Tong Luo |34 |0_34 
Ziv Bar-Yossef |29 34 39 |0_29 1_34 1_39 
Pinar Toumlzuumln |44 |0_44 
Santhanakrishnan Anand |39 |0_39 
Xavier Bresson |39 |0_39 
Jan Brunnert |39 |0_39 
Birgitta Koumlnig-Ries |39 44 |0_39 0_44 
Rahul Parundekar |44 |0_44 
Dorit Avrahami-Zilberbrand |34 39 |0_34 0_39 
M. Vanzin |34 |0_34 
Bogdan Vrusias |34 |0_34 
Dominique Barth |39 |0_39 
Huisheng Zhu |39 |0_39 
Harumi A. Kuno |24 34 39 |0_24 0_34 0_39 
David L. Wells |24 |0_24 
Sanket Hase |44 |0_44 
Jesuacutes Ariel Carrasco-Ochoa |39 |0_39 
Didier Dubois |14 19 24 29 34 44 |0_14 0_19 0_24 0_29 0_34 0_44 
Raul Fonseca Neto |44 |0_44 
Teija Kujala |34 |0_34 
Simon S. Lam |29 |0_29 
John Goodwin |44 |0_44 
Jane Alam Jan |44 |0_44 
Seth Fitzsimmonds |39 |0_39 
Brian J. Reiser |09 14 |0_09 0_14 
Tao Song |44 |0_44 
Mark D. Dunlop |29 |0_29 
Shuguang Wang |34 39 44 |0_34 1_39 0_44 
Francesco Belardinelli |39 44 |0_39 0_44 
Mrinal Kanti Das |39 44 |0_39 1_44 
Wayne Iba |24 29 39 |0_24 0_29 0_39 
Tao Wu |34 44 |0_34 1_44 
Kevan Buckley |44 |0_44 
Lei Liu |34 44 |1_34 1_44 
Jans Aasman |19 |0_19 
Aurora Peacuterez-Peacuterez |39 |0_39 
Adrian Pino Angulo |44 |0_44 
Federica Cena |34 |0_34 
Jin Shi |29 |0_29 
Andreas Broschart |39 |0_39 
Yi Han |39 |1_39 
Xiaoxue Zhao |44 |1_44 
Gerhard Paass |29 34 39 |0_29 0_34 0_39 
Mark J. Post |14 |0_14 
Richard Kyle MacKinnon |44 |0_44 
Ada Wai-Chee Fu |19 24 29 34 39 44 |0_19 1_24 1_29 1_34 1_39 1_44 
Giovanni Semeraro |19 24 29 34 39 44 |0_19 0_24 0_29 1_34 1_39 0_44 
Yan Tong |39 |0_39 
Peter Beyerlein |34 |0_34 
Alexandra Goultiaeva |39 |0_39 
Sanmay Das |34 39 44 |0_34 0_39 0_44 
Chenjuan Guo |44 |0_44 
Gopal Krishna |39 |0_39 
Jesse Vig |39 |0_39 
Anon Plangprasopchok |34 39 |0_34 1_39 
Jock D. Mackinlay |14 34 |0_14 0_34 
Yukun Li |39 |0_39 
Ching-Jiu Hsiao |34 |0_34 
Fadi A. Thabtah |34 |0_34 
Morteza Dehghani |39 |0_39 
Keith Cascio |39 |0_39 
Kocirc Sakai |19 |0_19 
Beverly Harrison |44 |0_44 
Pong C. Yuen |44 |0_44 
Robert Moakler |44 |0_44 
Edward Hsiao |44 |0_44 
Gopalan Nadathur |14 |0_14 
Duy-Dinh Le |39 |0_39 
Sedat Akyuumlrek |24 |0_24 
An Zhu |34 |0_34 
Steven Reece |24 39 44 |1_24 0_39 1_44 
V. Pyatkin |04 |0_04 
Sumit Negi |34 39 44 |1_34 0_39 1_44 
Ross Maciejewski |44 |0_44 
Yuejie Zhang |39 44 |0_39 0_44 
Peter Bates |34 |0_34 
William J. E. Potts |29 |0_29 
Christian Brinker |44 |0_44 
Philip Henderson |39 |0_39 
Philip Brisk |44 |0_44 
Vladislav Ryzhikov |39 44 |0_39 0_44 
Paul Kidwell |39 |0_39 
Yuan Ge |44 |0_44 
Ralph Busse |29 34 |0_29 0_34 
Rudi Studer |29 34 39 44 |0_29 0_34 0_39 0_44 
Steven Van Acker |44 |0_44 
Arif Merchant |39 |0_39 
Brandon Beamer |39 |0_39 
Erwin Leonardi |39 |0_39 
Mathieu d'Aquin |39 |1_39 
Jun Long |39 |0_39 
Ross Mead |34 39 |0_34 0_39 
Zhao Li |39 44 |0_39 1_44 
Benjamin Chan |29 |0_29 
Peter W. Li |39 |0_39 
Robert Nado |14 19 |0_14 0_19 
Kyungsook Han |24 34 |0_24 0_34 
Qianli Xing |39 |0_39 
Michael Zhai |44 |0_44 
Jiaqian Zheng |39 |0_39 
Barbara T. Bauldock |29 |0_29 
Wee-Liang Heng |39 44 |0_39 0_44 
David Langley |44 |0_44 
Wei Li 0044 |44 |0_44 
Jacek M. Zurada |44 |0_44 
Man Hon Wong |24 29 39 44 |0_24 0_29 0_39 0_44 
Hongbo Xie |34 |0_34 
Ming-Yee Lai |14 19 |0_14 0_19 
Dzung Hong |39 44 |0_39 0_44 
George P. Copeland |04 14 19 |0_04 0_14 0_19 
Changzhi Deng |44 |0_44 
Nisheeth Srivastava |44 |0_44 
Sergio Rodriacuteguez-Vaamonde |44 |0_44 
Shafiq Alam |44 |0_44 
Lora Weiss |39 44 |0_39 0_44 
Oskar Dressler |19 24 29 |0_19 0_24 0_29 
Qiang Yang 0001 |19 24 29 34 39 44 |0_19 0_24 1_29 1_34 1_39 1_44 
Marti A. Hearst |24 29 39 44 |1_24 0_29 0_39 0_44 
Shravan Matthur Narayanamurthy |39 |0_39 
Ricard Gavaldagrave |34 39 |0_34 0_39 
Yiye Ruan |44 |1_44 
Robin Burke |44 |0_44 
Peter Zimmerman |44 |0_44 
Claus Vielhauer |39 |0_39 
Jing Tang |44 |0_44 
Lu Feng |44 |1_44 
Charles DuHadway |39 44 |0_39 0_44 
Sudip Roy 0002 |44 |0_44 
Wenmin Li |29 |0_29 
Arnon Avron |39 |0_39 
Sean Moran |44 |0_44 
Daniel H. H. Ingalls |14 |0_14 
Lizhen Qu |39 |0_39 
Samuel Gerber |39 |0_39 
Reneacute Reboh |14 |0_14 
R. Kurt Ungar |39 |0_39 
Jean-Philippe Meacutetivier |44 |0_44 
P. Hasselmayer |34 |0_34 
Masayoshi Aritsugi |34 |0_34 
Nimar S. Arora |39 |1_39 
Xianglong Liu |44 |0_44 
Herbert A. Simon |09 14 19 24 |0_09 0_14 0_19 0_24 
Ron Merom |39 |0_39 
Gurmeet Singh Manku |34 39 |1_34 1_39 
Drew Ditto |34 |0_34 
Ella Bingham |29 34 39 |0_29 1_34 0_39 
Tibor Bosse |39 |0_39 
Joseacute Kahan |29 |0_29 
Daichi Mochihashi |34 |0_34 
Feiran Huang |44 |0_44 
Shoichi Matsunaga |34 |0_34 
Harpreet S. Sawhney |24 44 |0_24 0_44 
Ronda R. Henning |19 |0_19 
Marko Salmenkivi |29 34 39 |0_29 1_34 0_39 
Olga Megorskaya |44 |0_44 
Yi Wu 0001 |44 |0_44 
Reed Jensen |44 |0_44 
Zhengyi Zhou |44 |0_44 
Shijie Zhang |39 |1_39 
Mian-Yun Chen |34 |0_34 
Taehwan Kim |44 |0_44 
Michael Johnson |44 |0_44 
Diarmuid Oacute Seacuteaghdha |44 |0_44 
Asavin Meengen |34 |0_34 
Erica Cooper |39 |0_39 
Xin Zhao |44 |0_44 
Kyoung-Gu Woo |39 |0_39 
Tyler Lu |39 44 |0_39 0_44 
Robert Manduca |44 |0_44 
Wenzhao Tan |39 |0_39 
R. D. Fenneli |04 |0_04 
Leyla Bilge |39 |0_39 
Katherine J. Hollenbach |39 |0_39 
Michael J. Maher |14 24 34 39 44 |0_14 0_24 0_34 0_39 0_44 
Jeff Yung-Choa Pan |14 19 |0_14 0_19 
Long Zhao |44 |1_44 
Gordon S. Novak |09 14 19 |0_09 0_14 0_19 
Martiacuten Abadi |34 39 |1_34 1_39 
Chita R. Das |34 |1_34 
Alexandra Radu |44 |0_44 
Aman Kansal |39 |0_39 
Jiayao Wang |39 |0_39 
Johannes Aszligfalg |34 39 |0_34 1_39 
Shanchan Wu |34 39 44 |0_34 0_39 1_44 
Johanna Tikanmaumlki |29 |0_29 
Yuhai Tu |34 |0_34 
Chinmay Hegde |44 |1_44 
Samir Khuller |34 39 |0_34 0_39 
Hanxiang Peng |39 |0_39 
Jun Gao |39 44 |1_39 1_44 
Yunzhe Jia |44 |0_44 
Qi Xie |44 |0_44 
Michael Shavlovsky |44 |0_44 
Matthias Hagen |39 44 |0_39 0_44 
Jun-Weon Yoon |44 |0_44 
Hector Geffner |19 24 29 34 39 44 |0_19 0_24 0_29 0_34 0_39 0_44 
D. Ellis Hershkowitz |44 |0_44 
Jayaram K. Udupa |14 |0_14 
Xiaoying Wu |39 |0_39 
Sanil Salvi |39 |0_39 
Sean P. McBride |34 |0_34 
Anna Roubiacuteckovaacute |44 |0_44 
Dong Hyawn Kim |39 |0_39 
Djordje Jevdjic |44 |0_44 
Sukomal Pal |39 |0_39 
Henry Sowizral |09 |0_09 
Gang Niu |39 44 |0_39 0_44 
Khalil Sima'an |34 39 |0_34 0_39 
Michael Madaio |44 |0_44 
Zhihui Wang |39 |0_39 
Fidelis Assis |34 |0_34 
Marc Parlange |39 |0_39 
Guo-Qiang Zhang |39 |0_39 
David Gilmore |44 |0_44 
